absolute_path,relative_path,data_type,label,confidence,human_verified,bbox_left,bbox_top,bbox_right,bbox_bottom,file_height,file_width,DateTimeOriginal,DateTime,DateTimeDigitized,Latitude,Longitude,GPSLink,Altitude,Make,Model,Flash,ExifOffset,ResolutionUnit,YCbCrPositioning,XResolution,YResolution,ExifVersion,ComponentsConfiguration,FlashPixVersion,ColorSpace,ExifImageWidth,ISOSpeedRatings,ExifImageHeight,ExposureMode,WhiteBalance,SceneCaptureType,ExposureTime,Software,Sharpness,Saturation,ReferenceBlackWhite
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 10-01-02.JPG,img,deer,0.91624,FALSE,1284,841,1451,927,1296,2304,2024-01-11 10:01:02,2024-01-11 10:01:02,2024-01-11 10:01:02,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 10-03-52.JPG,img,coyote,0.74686,FALSE,930,850,1031,951,1296,2304,2024-01-11 10:03:51,2024-01-11 10:03:51,2024-01-11 10:03:51,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 10-03-52.JPG,img,coyote,0.99935,FALSE,1293,841,1451,927,1296,2304,2024-01-11 10:03:51,2024-01-11 10:03:51,2024-01-11 10:03:51,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 10-07-14.JPG,img,coyote,0.906,FALSE,929,850,1031,952,1296,2304,2024-01-11 10:07:13,2024-01-11 10:07:13,2024-01-11 10:07:13,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 10-07-14.JPG,img,coyote,0.98358,FALSE,1291,840,1448,923,1296,2304,2024-01-11 10:07:13,2024-01-11 10:07:13,2024-01-11 10:07:13,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 10-08-02.JPG,img,coyote,0.78014,FALSE,929,850,1031,955,1296,2304,2024-01-11 10:08:02,2024-01-11 10:08:02,2024-01-11 10:08:02,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 10-08-02.JPG,img,coyote,0.98609,FALSE,1292,840,1462,926,1296,2304,2024-01-11 10:08:02,2024-01-11 10:08:02,2024-01-11 10:08:02,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 10-09-30.JPG,img,deer,0.99657,FALSE,1292,840,1450,926,1296,2304,2024-01-11 10:09:29,2024-01-11 10:09:29,2024-01-11 10:09:29,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 10-14-38.JPG,img,coyote,0.91325,FALSE,928,852,1032,957,1296,2304,2024-01-11 10:14:38,2024-01-11 10:14:38,2024-01-11 10:14:38,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 10-14-38.JPG,img,deer,0.95426,FALSE,1292,841,1461,926,1296,2304,2024-01-11 10:14:38,2024-01-11 10:14:38,2024-01-11 10:14:38,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 10-15-14.JPG,img,unidentified animal,0.741,FALSE,928,852,1031,955,1296,2304,2024-01-11 10:15:14,2024-01-11 10:15:14,2024-01-11 10:15:14,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 10-15-14.JPG,img,deer,0.67271,FALSE,1289,841,1462,931,1296,2304,2024-01-11 10:15:14,2024-01-11 10:15:14,2024-01-11 10:15:14,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 10-25-14.JPG,img,unidentified animal,0.39,FALSE,925,852,1032,955,1296,2304,2024-01-11 10:25:13,2024-01-11 10:25:13,2024-01-11 10:25:13,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 10-25-14.JPG,img,deer,0.76519,FALSE,1293,840,1445,925,1296,2304,2024-01-11 10:25:13,2024-01-11 10:25:13,2024-01-11 10:25:13,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 10-43-08.JPG,img,coyote,0.53362,FALSE,928,852,1031,950,1296,2304,2024-01-11 10:43:07,2024-01-11 10:43:07,2024-01-11 10:43:07,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 10-43-08.JPG,img,coyote,0.65724,FALSE,1294,843,1452,929,1296,2304,2024-01-11 10:43:07,2024-01-11 10:43:07,2024-01-11 10:43:07,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 10-44-30.JPG,img,deer,0.9988,FALSE,1294,843,1450,925,1296,2304,2024-01-11 10:44:29,2024-01-11 10:44:29,2024-01-11 10:44:29,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 10-45-00.JPG,img,coyote,0.9815,FALSE,929,852,1032,949,1296,2304,2024-01-11 10:44:59,2024-01-11 10:44:59,2024-01-11 10:44:59,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 10-45-00.JPG,img,deer,0.86097,FALSE,1294,841,1454,927,1296,2304,2024-01-11 10:44:59,2024-01-11 10:44:59,2024-01-11 10:44:59,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 12-55-54.JPG,img,boar,0.95395,FALSE,1282,762,1458,869,1296,2304,2024-01-11 12:55:54,2024-01-11 12:55:54,2024-01-11 12:55:54,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 12-56-10.JPG,img,rabbit,0.98544,FALSE,1292,759,1463,857,1296,2304,2024-01-11 12:56:10,2024-01-11 12:56:10,2024-01-11 12:56:10,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 12-56-52.JPG,img,unidentified animal,0.316,FALSE,931,772,1076,883,1296,2304,2024-01-11 12:56:51,2024-01-11 12:56:51,2024-01-11 12:56:51,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 12-56-52.JPG,img,boar,0.90387,FALSE,1296,759,1471,865,1296,2304,2024-01-11 12:56:51,2024-01-11 12:56:51,2024-01-11 12:56:51,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 12-57-10.JPG,img,unidentified animal,0.393,FALSE,1299,765,1473,860,1296,2304,2024-01-11 12:57:10,2024-01-11 12:57:10,2024-01-11 12:57:10,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 12-57-10.JPG,img,unidentified animal,0.476,FALSE,935,776,1079,886,1296,2304,2024-01-11 12:57:10,2024-01-11 12:57:10,2024-01-11 12:57:10,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 12-59-38.JPG,img,unidentified animal,0.349,FALSE,1295,791,1459,886,1296,2304,2024-01-11 12:59:38,2024-01-11 12:59:38,2024-01-11 12:59:38,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 12-59-38.JPG,img,coyote,0.92705,FALSE,921,801,1068,941,1296,2304,2024-01-11 12:59:38,2024-01-11 12:59:38,2024-01-11 12:59:38,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 13-03-32.JPG,img,unidentified animal,0.342,FALSE,1268,806,1452,896,1296,2304,2024-01-11 13:03:31,2024-01-11 13:03:31,2024-01-11 13:03:31,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 13-04-02.JPG,img,corvid,0.69116,FALSE,921,821,1039,946,1296,2304,2024-01-11 13:04:02,2024-01-11 13:04:02,2024-01-11 13:04:02,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 13-04-02.JPG,img,unidentified animal,0.639,FALSE,1281,811,1456,909,1296,2304,2024-01-11 13:04:02,2024-01-11 13:04:02,2024-01-11 13:04:02,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 13-04-14.JPG,img,boar,0.70258,FALSE,1280,808,1460,914,1296,2304,2024-01-11 13:04:14,2024-01-11 13:04:14,2024-01-11 13:04:14,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 13-04-14.JPG,img,other,0.6538,FALSE,917,819,1033,959,1296,2304,2024-01-11 13:04:14,2024-01-11 13:04:14,2024-01-11 13:04:14,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 13-04-40.JPG,img,unidentified animal,0.499,FALSE,1293,839,1453,921,1296,2304,2024-01-11 13:04:39,2024-01-11 13:04:39,2024-01-11 13:04:39,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.008333333333333333,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 13-05-08.JPG,img,unidentified animal,0.698,FALSE,1291,839,1452,925,1296,2304,2024-01-11 13:05:07,2024-01-11 13:05:07,2024-01-11 13:05:07,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.008333333333333333,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 13-12-44.JPG,img,unidentified animal,0.3,FALSE,904,839,1022,951,1296,2304,2024-01-11 13:12:43,2024-01-11 13:12:43,2024-01-11 13:12:43,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 13-12-44.JPG,img,boar,0.87151,FALSE,1268,827,1442,918,1296,2304,2024-01-11 13:12:43,2024-01-11 13:12:43,2024-01-11 13:12:43,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 14-01-10.JPG,img,cow,0.96282,FALSE,1295,838,1444,924,1296,2304,2024-01-11 14:01:11,2024-01-11 14:01:11,2024-01-11 14:01:11,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.008333333333333333,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 14-01-10.JPG,img,coyote,0.98592,FALSE,929,847,1033,941,1296,2304,2024-01-11 14:01:11,2024-01-11 14:01:11,2024-01-11 14:01:11,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.008333333333333333,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-11 23-48-22.JPG,img,rabbit,0.99978,FALSE,496,598,1021,1043,1296,2304,2024-01-11 23:48:21,2024-01-11 23:48:21,2024-01-11 23:48:21,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,13,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,200,1296,0,288,0,0.01,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-12 06-31-10.JPG,img,unidentified animal,0.712,FALSE,0,526,108,1179,1296,2304,2024-01-12 06:31:10,2024-01-12 06:31:10,2024-01-12 06:31:10,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,13,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,200,1296,0,288,0,0.01,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-13 14-26-04.JPG,img,coyote,0.96852,FALSE,1332,871,1496,958,1296,2304,2024-01-13 14:26:03,2024-01-13 14:26:03,2024-01-13 14:26:03,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-13 14-26-16.JPG,img,coyote,0.99151,FALSE,1333,871,1497,955,1296,2304,2024-01-13 14:26:15,2024-01-13 14:26:15,2024-01-13 14:26:15,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-13 22-23-40.JPG,img,rabbit,0.99985,FALSE,917,777,1330,1060,1296,2304,2024-01-13 22:23:40,2024-01-13 22:23:40,2024-01-13 22:23:40,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,13,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,400,1296,0,288,0,0.01,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-14 14-27-58.JPG,img,coyote,0.98927,FALSE,1333,873,1531,959,1296,2304,2024-01-14 14:27:57,2024-01-14 14:27:57,2024-01-14 14:27:57,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-14 14-36-18.JPG,img,coyote,0.98802,FALSE,1333,873,1487,957,1296,2304,2024-01-14 14:36:18,2024-01-14 14:36:18,2024-01-14 14:36:18,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-14 14-40-14.JPG,img,coyote,0.99292,FALSE,1334,873,1482,955,1296,2304,2024-01-14 14:40:14,2024-01-14 14:40:14,2024-01-14 14:40:14,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-14 14-48-40.JPG,img,coyote,0.99424,FALSE,1335,874,1482,951,1296,2304,2024-01-14 14:48:39,2024-01-14 14:48:39,2024-01-14 14:48:39,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-14 14-57-10.JPG,img,coyote,0.99999,FALSE,1336,873,1478,951,1296,2304,2024-01-14 14:57:09,2024-01-14 14:57:09,2024-01-14 14:57:09,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-15 13-54-10.JPG,img,coyote,0.97994,FALSE,1340,874,1475,956,1296,2304,2024-01-15 13:54:10,2024-01-15 13:54:10,2024-01-15 13:54:10,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-18 07-38-02.JPG,img,coyote,0.99242,FALSE,1095,1,2303,1229,1296,2304,2024-01-18 07:38:00,2024-01-18 07:38:00,2024-01-18 07:38:00,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,800,1296,0,288,0,0.04,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-18 14-54-28.JPG,img,unidentified animal,0.363,FALSE,1339,879,1479,956,1296,2304,2024-01-18 14:54:27,2024-01-18 14:54:27,2024-01-18 14:54:27,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-26 13-32-22.JPG,img,unidentified animal,0.38,FALSE,976,881,1084,975,1296,2304,2024-01-26 13:32:21,2024-01-26 13:32:21,2024-01-26 13:32:21,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-26 13-32-22.JPG,img,coyote,0.8502,FALSE,1342,874,1517,954,1296,2304,2024-01-26 13:32:21,2024-01-26 13:32:21,2024-01-26 13:32:21,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-26 13-44-14.JPG,img,coyote,0.99319,FALSE,1345,872,1505,955,1296,2304,2024-01-26 13:44:14,2024-01-26 13:44:14,2024-01-26 13:44:14,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-26 13-45-42.JPG,img,coyote,0.99988,FALSE,1348,873,1522,955,1296,2304,2024-01-26 13:45:42,2024-01-26 13:45:42,2024-01-26 13:45:42,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
C:/Claire RStudio/camera_trap_images/2024-02 and 2024-01 22East/21 east,2024-01-26 13-46-12.JPG,img,coyote,0.95757,FALSE,1347,873,1503,954,1296,2304,2024-01-26 13:46:12,2024-01-26 13:46:12,2024-01-26 13:46:12,0.0,0.0,"https://maps.google.com/?q=0.0,0.0",,BUSHNELL,119975C,16,247,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2304,100,1296,0,288,0,0.002,BS975_ 1904180A,0,,
