absolute_path,relative_path,data_type,label,confidence,human_verified,bbox_left,bbox_top,bbox_right,bbox_bottom,file_height,file_width,DateTimeOriginal,DateTime,DateTimeDigitized,Latitude,Longitude,GPSLink,Altitude,Make,Model,Flash,ExifOffset,ResolutionUnit,YCbCrPositioning,XResolution,YResolution,ExifVersion,ComponentsConfiguration,FlashPixVersion,ColorSpace,ExifImageWidth,ISOSpeedRatings,ExifImageHeight,ExposureMode,WhiteBalance,SceneCaptureType,ExposureTime,Software,Sharpness,Saturation,ReferenceBlackWhite
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-20-47 M 3_3.JPG,img,rabbit,0.81997,FALSE,606,563,774,670,1152,2048,2024-01-05 18:20:47,2024-01-05 18:20:47,2024-01-05 18:20:47,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-20-51 M 1_3.JPG,img,rodent,0.99695,FALSE,572,578,895,681,1152,2048,2024-01-05 18:20:51,2024-01-05 18:20:51,2024-01-05 18:20:51,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-20-52 M 2_3.JPG,img,rabbit,0.58014,FALSE,854,611,969,732,1152,2048,2024-01-05 18:20:52,2024-01-05 18:20:52,2024-01-05 18:20:52,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-20-52 M 3_3.JPG,img,unidentified animal,0.327,FALSE,797,415,1000,732,1152,2048,2024-01-05 18:20:52,2024-01-05 18:20:52,2024-01-05 18:20:52,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-20-52 M 3_3.JPG,img,unidentified animal,0.337,FALSE,853,611,970,732,1152,2048,2024-01-05 18:20:52,2024-01-05 18:20:52,2024-01-05 18:20:52,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-20-53 M 1_3.JPG,img,rodent,0.99538,FALSE,0,580,352,750,1152,2048,2024-01-05 18:20:53,2024-01-05 18:20:53,2024-01-05 18:20:53,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-20-55 M 3_3.JPG,img,rabbit,0.998,FALSE,796,414,1005,683,1152,2048,2024-01-05 18:20:55,2024-01-05 18:20:55,2024-01-05 18:20:55,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-24-38 M 1_3.JPG,img,rabbit,0.67211,FALSE,545,594,775,713,1152,2048,2024-01-05 18:24:38,2024-01-05 18:24:38,2024-01-05 18:24:38,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-24-39 M 2_3.JPG,img,rodent,0.99693,FALSE,650,530,854,701,1152,2048,2024-01-05 18:24:39,2024-01-05 18:24:39,2024-01-05 18:24:39,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-24-40 M 3_3.JPG,img,unidentified animal,0.345,FALSE,775,410,1004,690,1152,2048,2024-01-05 18:24:40,2024-01-05 18:24:40,2024-01-05 18:24:40,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-24-40 M 3_3.JPG,img,rodent,0.58014,FALSE,746,441,886,698,1152,2048,2024-01-05 18:24:40,2024-01-05 18:24:40,2024-01-05 18:24:40,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-24-41 M 1_3.JPG,img,rodent,0.98905,FALSE,1007,597,1376,708,1152,2048,2024-01-05 18:24:41,2024-01-05 18:24:41,2024-01-05 18:24:41,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-24-41 M 2_3.JPG,img,rodent,0.87705,FALSE,1054,590,1413,707,1152,2048,2024-01-05 18:24:41,2024-01-05 18:24:41,2024-01-05 18:24:41,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-24-42 M 3_3.JPG,img,rodent,0.99674,FALSE,1495,571,1895,751,1152,2048,2024-01-05 18:24:42,2024-01-05 18:24:42,2024-01-05 18:24:42,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-24-44 M 1_3.JPG,img,unidentified animal,0.354,FALSE,796,413,1005,683,1152,2048,2024-01-05 18:24:44,2024-01-05 18:24:44,2024-01-05 18:24:44,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-24-45 M 2_3.JPG,img,rabbit,0.99823,FALSE,797,413,1005,683,1152,2048,2024-01-05 18:24:45,2024-01-05 18:24:45,2024-01-05 18:24:45,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-40-01 M 1_3.JPG,img,rabbit,0.9992,FALSE,637,598,758,709,1152,2048,2024-01-05 18:40:01,2024-01-05 18:40:01,2024-01-05 18:40:01,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-40-01 M 2_3.JPG,img,rabbit,0.99784,FALSE,628,597,766,711,1152,2048,2024-01-05 18:40:01,2024-01-05 18:40:01,2024-01-05 18:40:01,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-40-02 M 3_3.JPG,img,rodent,0.92804,FALSE,536,593,790,711,1152,2048,2024-01-05 18:40:02,2024-01-05 18:40:02,2024-01-05 18:40:02,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-40-06 M 1_3.JPG,img,rodent,0.99692,FALSE,596,589,891,692,1152,2048,2024-01-05 18:40:06,2024-01-05 18:40:06,2024-01-05 18:40:06,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-40-06 M 2_3.JPG,img,rodent,0.63824,FALSE,1009,605,1355,708,1152,2048,2024-01-05 18:40:06,2024-01-05 18:40:06,2024-01-05 18:40:06,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-40-07 M 3_3.JPG,img,rodent,0.99369,FALSE,1003,598,1284,717,1152,2048,2024-01-05 18:40:07,2024-01-05 18:40:07,2024-01-05 18:40:07,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 18-40-10 M 1_3.JPG,img,rodent,0.83411,FALSE,1637,551,2035,718,1152,2048,2024-01-05 18:40:10,2024-01-05 18:40:10,2024-01-05 18:40:10,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-02-38 M 1_3.JPG,img,rodent,0.98605,FALSE,2,593,386,741,1152,2048,2024-01-05 19:02:38,2024-01-05 19:02:38,2024-01-05 19:02:38,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-02-38 M 2_3.JPG,img,rodent,0.96563,FALSE,73,614,405,744,1152,2048,2024-01-05 19:02:38,2024-01-05 19:02:38,2024-01-05 19:02:38,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-02-39 M 3_3.JPG,img,rodent,0.9971,FALSE,139,619,585,756,1152,2048,2024-01-05 19:02:39,2024-01-05 19:02:39,2024-01-05 19:02:39,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-02-41 M 1_3.JPG,img,rodent,0.99323,FALSE,309,614,685,750,1152,2048,2024-01-05 19:02:41,2024-01-05 19:02:41,2024-01-05 19:02:41,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-02-42 M 2_3.JPG,img,rodent,0.97235,FALSE,812,581,1180,801,1152,2048,2024-01-05 19:02:42,2024-01-05 19:02:42,2024-01-05 19:02:42,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-02-42 M 3_3.JPG,img,rabbit,0.99827,FALSE,796,412,1004,683,1152,2048,2024-01-05 19:02:42,2024-01-05 19:02:42,2024-01-05 19:02:42,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-23-42 M 1_3.JPG,img,rodent,0.99927,FALSE,210,588,546,726,1152,2048,2024-01-05 19:23:42,2024-01-05 19:23:42,2024-01-05 19:23:42,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-23-43 M 2_3.JPG,img,rodent,0.97817,FALSE,276,595,570,726,1152,2048,2024-01-05 19:23:43,2024-01-05 19:23:43,2024-01-05 19:23:43,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-23-43 M 3_3.JPG,img,rodent,0.92922,FALSE,409,567,814,707,1152,2048,2024-01-05 19:23:43,2024-01-05 19:23:43,2024-01-05 19:23:43,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-23-44 M 1_3.JPG,img,unidentified animal,0.359,FALSE,795,412,1050,690,1152,2048,2024-01-05 19:23:44,2024-01-05 19:23:44,2024-01-05 19:23:44,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.007395833333333333,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-23-44 M 1_3.JPG,img,rodent,0.83689,FALSE,913,587,1050,690,1152,2048,2024-01-05 19:23:44,2024-01-05 19:23:44,2024-01-05 19:23:44,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.007395833333333333,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-23-45 M 2_3.JPG,img,rabbit,0.99829,FALSE,970,586,1069,693,1152,2048,2024-01-05 19:23:45,2024-01-05 19:23:45,2024-01-05 19:23:45,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.007395833333333333,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-23-45 M 3_3.JPG,img,rabbit,0.99851,FALSE,970,586,1068,693,1152,2048,2024-01-05 19:23:45,2024-01-05 19:23:45,2024-01-05 19:23:45,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.007395833333333333,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-24-46 M 2_3.JPG,img,rabbit,0.99893,FALSE,0,638,111,844,1152,2048,2024-01-05 19:24:46,2024-01-05 19:24:46,2024-01-05 19:24:46,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-24-47 M 3_3.JPG,img,rodent,0.97884,FALSE,0,635,153,838,1152,2048,2024-01-05 19:24:47,2024-01-05 19:24:47,2024-01-05 19:24:47,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-24-49 M 1_3.JPG,img,rodent,0.99232,FALSE,393,739,764,982,1152,2048,2024-01-05 19:24:49,2024-01-05 19:24:49,2024-01-05 19:24:49,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.006354166666666667,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-24-49 M 2_3.JPG,img,rodent,0.99878,FALSE,395,713,772,946,1152,2048,2024-01-05 19:24:49,2024-01-05 19:24:49,2024-01-05 19:24:49,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.006354166666666667,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-24-50 M 3_3.JPG,img,rodent,0.55173,FALSE,545,707,766,939,1152,2048,2024-01-05 19:24:50,2024-01-05 19:24:50,2024-01-05 19:24:50,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.006354166666666667,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-24-52 M 1_3.JPG,img,rodent,0.99683,FALSE,40,686,646,993,1152,2048,2024-01-05 19:24:52,2024-01-05 19:24:52,2024-01-05 19:24:52,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-24-53 M 2_3.JPG,img,rodent,0.99243,FALSE,0,761,648,997,1152,2048,2024-01-05 19:24:53,2024-01-05 19:24:53,2024-01-05 19:24:53,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-24-53 M 3_3.JPG,img,rodent,0.99912,FALSE,0,728,383,946,1152,2048,2024-01-05 19:24:53,2024-01-05 19:24:53,2024-01-05 19:24:53,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-24-55 M 1_3.JPG,img,unidentified animal,0.365,FALSE,0,774,267,856,1152,2048,2024-01-05 19:24:55,2024-01-05 19:24:55,2024-01-05 19:24:55,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-25-32 M 1_3.JPG,img,rabbit,0.99941,FALSE,1941,663,2048,805,1152,2048,2024-01-05 19:25:32,2024-01-05 19:25:32,2024-01-05 19:25:32,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-25-32 M 2_3.JPG,img,rabbit,0.92048,FALSE,1879,651,2048,792,1152,2048,2024-01-05 19:25:32,2024-01-05 19:25:32,2024-01-05 19:25:32,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-25-33 M 3_3.JPG,img,rodent,0.56498,FALSE,1881,651,2048,790,1152,2048,2024-01-05 19:25:33,2024-01-05 19:25:33,2024-01-05 19:25:33,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-25-34 M 1_3.JPG,img,rabbit,0.92255,FALSE,1851,631,2048,791,1152,2048,2024-01-05 19:25:34,2024-01-05 19:25:34,2024-01-05 19:25:34,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-25-35 M 2_3.JPG,img,rabbit,0.89877,FALSE,1852,630,2048,790,1152,2048,2024-01-05 19:25:35,2024-01-05 19:25:35,2024-01-05 19:25:35,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-25-36 M 3_3.JPG,img,rabbit,0.9562,FALSE,1922,648,2048,782,1152,2048,2024-01-05 19:25:36,2024-01-05 19:25:36,2024-01-05 19:25:36,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-25-37 M 1_3.JPG,img,rabbit,0.99442,FALSE,1924,647,2048,779,1152,2048,2024-01-05 19:25:37,2024-01-05 19:25:37,2024-01-05 19:25:37,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-25-37 M 2_3.JPG,img,rabbit,0.99108,FALSE,1924,649,2048,780,1152,2048,2024-01-05 19:25:37,2024-01-05 19:25:37,2024-01-05 19:25:37,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-25-38 M 3_3.JPG,img,rabbit,0.99193,FALSE,1924,649,2048,780,1152,2048,2024-01-05 19:25:38,2024-01-05 19:25:38,2024-01-05 19:25:38,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-25-39 M 2_3.JPG,img,unidentified animal,0.338,FALSE,796,413,1004,682,1152,2048,2024-01-05 19:25:39,2024-01-05 19:25:39,2024-01-05 19:25:39,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 19-25-40 M 3_3.JPG,img,unidentified animal,0.327,FALSE,796,412,1004,682,1152,2048,2024-01-05 19:25:40,2024-01-05 19:25:40,2024-01-05 19:25:40,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-02-58 M 1_3.JPG,img,rodent,0.99789,FALSE,415,564,717,670,1152,2048,2024-01-05 20:02:58,2024-01-05 20:02:58,2024-01-05 20:02:58,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-02-58 M 2_3.JPG,img,rodent,0.9958,FALSE,434,564,682,669,1152,2048,2024-01-05 20:02:58,2024-01-05 20:02:58,2024-01-05 20:02:58,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-02-59 M 3_3.JPG,img,rodent,0.86195,FALSE,498,571,800,673,1152,2048,2024-01-05 20:02:59,2024-01-05 20:02:59,2024-01-05 20:02:59,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-03-00 M 1_3.JPG,img,rabbit,0.6825,FALSE,694,414,1024,689,1152,2048,2024-01-05 20:03:00,2024-01-05 20:03:00,2024-01-05 20:03:00,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
C:/Claire RStudio/Final_project_repository/2024-01 and 2024-01 11West/11 west,2024-01-05 20-03-01 M 2_3.JPG,img,rodent,0.99775,FALSE,1286,567,1596,671,1152,2048,2024-01-05 20:03:01,2024-01-05 20:03:01,2024-01-05 20:03:01,,,,,RECONYX,HYPERFIRE 2 COVERT,25,300,2,2,72.0,72.0,b'0220',b'\x01\x02\x03\x00',b'0100',1,2048,100,1152,0,1,3,0.0075,,,,
